experience_level,employment_type,job_title,salary_in_usd,employee_residence,work_setting,company_location,company_size,job_category
Senior,Full-time,"Business Intelligence Analyst",100000,"United States",Remote,"United States",M,"BI and Visualization"
Senior,Full-time,"Business Intelligence Analyst",80000,"United States",Remote,"United States",M,"BI and Visualization"
Senior,Full-time,"Machine Learning Modeler",204500,"United States",In-person,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Machine Learning Modeler",142200,"United States",In-person,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Data Scientist",297300,"United States",Remote,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Scientist",198200,"United States",Remote,"United States",M,"Data Science and Research"
Senior,Full-time,"Applied Scientist",222200,"United States",In-person,"United States",L,"Data Science and Research"
Senior,Full-time,"Data Engineer",110000,"United States",Remote,"United States",M,"Data Engineering"
Mid-level,Full-time,"Research Analyst",71000,"United States",Remote,"United States",M,"Data Science and Research"
Mid-level,Full-time,"Research Analyst",57000,"United States",Remote,"United States",M,"Data Science and Research"
Mid-level,Full-time,"Data Analyst",59000,"United States",Remote,"United States",M,"Data Analysis"
Mid-level,Full-time,"Data Analyst",50000,"United States",Remote,"United States",M,"Data Analysis"
Senior,Full-time,"Analytics Engineer",187000,"United States",Remote,"United States",M,"Leadership and Management"
Senior,Full-time,"Analytics Engineer",128000,"United States",Remote,"United States",M,"Leadership and Management"
Mid-level,Contract,"AI Engineer",50000,Czechia,Remote,Canada,L,"Machine Learning and AI"
Mid-level,Full-time,"Data Scientist",64781,Spain,Remote,Spain,L,"Data Science and Research"
Entry-level,Full-time,"Data Scientist",57223,Netherlands,Hybrid,Netherlands,L,"Data Science and Research"
Mid-level,Freelance,"Data Science Consultant",21000,Pakistan,Remote,Luxembourg,S,"Data Science and Research"
Mid-level,Full-time,"Data Analyst",135000,"United States",In-person,"United States",M,"Data Analysis"
Mid-level,Full-time,"Data Architect",150000,"United States",Remote,"United States",M,"Data Architecture and Modeling"
Mid-level,Full-time,"Data Architect",140000,"United States",Remote,"United States",M,"Data Architecture and Modeling"
Senior,Full-time,"Data Scientist",280000,"United States",Remote,"United States",M,"Data Science and Research"
Mid-level,Full-time,"Business Intelligence Engineer",43064,"United Kingdom",In-person,"United Kingdom",M,"BI and Visualization"
Mid-level,Full-time,"Data Specialist",90000,"United States",In-person,"United States",M,"Data Management and Strategy"
Senior,Full-time,"Data Analyst",145640,"United States",In-person,"United States",M,"Data Analysis"
Senior,Full-time,"Data Analyst",84400,"United States",In-person,"United States",M,"Data Analysis"
Senior,Full-time,"Data Architect",190000,Canada,Remote,Canada,M,"Data Architecture and Modeling"
Senior,Full-time,"Data Architect",107500,Canada,Remote,Canada,M,"Data Architecture and Modeling"
Senior,Full-time,"Data Analyst",98000,"United States",Remote,"United States",M,"Data Analysis"
Senior,Full-time,"Data Scientist",236160,"United States",Remote,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Scientist",159408,"United States",Remote,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Analyst",115000,"United States",Remote,"United States",M,"Data Analysis"
Senior,Full-time,"Data Analyst",85000,"United States",Remote,"United States",M,"Data Analysis"
Senior,Full-time,"Data Product Manager",120000,"United States",In-person,"United States",M,"Leadership and Management"
Senior,Full-time,"Data Analyst",120350,"United States",Remote,"United States",M,"Data Analysis"
Senior,Full-time,"Data Analyst",74400,"United States",Remote,"United States",M,"Data Analysis"
Senior,Full-time,"Analytics Engineer",181500,"United States",In-person,"United States",M,"Leadership and Management"
Senior,Full-time,"Analytics Engineer",127000,"United States",In-person,"United States",M,"Leadership and Management"
Mid-level,Full-time,"Machine Learning Engineer",300000,"United States",In-person,"United States",M,"Machine Learning and AI"
Mid-level,Full-time,"Machine Learning Engineer",260000,"United States",In-person,"United States",M,"Machine Learning and AI"
Entry-level,Full-time,"BI Data Analyst",25000,Ukraine,Remote,Netherlands,M,"Data Analysis"
Senior,Full-time,"Data Engineer",205500,"United States",In-person,"United States",M,"Data Engineering"
Senior,Full-time,"Data Engineer",128500,"United States",In-person,"United States",M,"Data Engineering"
Senior,Full-time,"Data Architect",191600,"United States",In-person,"United States",M,"Data Architecture and Modeling"
Senior,Full-time,"Data Architect",125600,"United States",In-person,"United States",M,"Data Architecture and Modeling"
Mid-level,Full-time,"Data Scientist",130410,"United States",In-person,"United States",M,"Data Science and Research"
Mid-level,Full-time,"Data Scientist",92000,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Scientist",183900,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Scientist",108800,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Machine Learning Engineer",121200,"United States",In-person,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Data Scientist",231250,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Scientist",111000,"United States",In-person,"United States",M,"Data Science and Research"
Mid-level,Full-time,"Data Engineer",210500,"United States",In-person,"United States",M,"Data Engineering"
Mid-level,Full-time,"Data Engineer",105300,"United States",In-person,"United States",M,"Data Engineering"
Mid-level,Full-time,"Data Engineer",158400,"United States",In-person,"United States",M,"Data Engineering"
Mid-level,Full-time,"Data Engineer",85800,"United States",In-person,"United States",M,"Data Engineering"
Senior,Full-time,"Data Scientist",156100,Canada,In-person,Canada,M,"Data Science and Research"
Senior,Full-time,"Data Scientist",100400,Canada,In-person,Canada,M,"Data Science and Research"
Senior,Full-time,"Data Analyst",134200,"United States",In-person,"United States",M,"Data Analysis"
Senior,Full-time,"Data Analyst",103200,"United States",In-person,"United States",M,"Data Analysis"
Mid-level,Full-time,"Data Analyst",95400,"United States",Remote,"United States",M,"Data Analysis"
Mid-level,Full-time,"Data Analyst",57800,"United States",Remote,"United States",M,"Data Analysis"
Executive,Full-time,"Data Analyst",87500,"United States",In-person,"United States",M,"Data Analysis"
Senior,Full-time,"Data Engineer",133200,"United States",Remote,"United States",M,"Data Engineering"
Senior,Full-time,"Data Engineer",84000,"United States",Remote,"United States",M,"Data Engineering"
Senior,Full-time,"Analytics Engineer",216450,"United States",In-person,"United States",M,"Leadership and Management"
Senior,Full-time,"Analytics Engineer",123750,"United States",In-person,"United States",M,"Leadership and Management"
Senior,Full-time,"Research Scientist",212800,"United States",In-person,"United States",L,"Data Science and Research"
Senior,Full-time,"Research Scientist",124100,"United States",In-person,"United States",L,"Data Science and Research"
Mid-level,Full-time,"Data Scientist",205000,"United States",Remote,"United States",M,"Data Science and Research"
Mid-level,Full-time,"Data Scientist",166000,"United States",Remote,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Scientist",231650,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Engineer",120000,Canada,Remote,Canada,M,"Data Engineering"
Mid-level,Full-time,"Data Engineer",158600,"United States",Remote,"United States",M,"Data Engineering"
Mid-level,Full-time,"Data Engineer",115300,"United States",Remote,"United States",M,"Data Engineering"
Senior,Full-time,"Data Engineer",225300,"United States",In-person,"United States",M,"Data Engineering"
Senior,Full-time,"Data Engineer",197400,"United States",In-person,"United States",M,"Data Engineering"
Entry-level,Full-time,"Data Analyst",109900,"United States",In-person,"United States",M,"Data Analysis"
Entry-level,Full-time,"Data Analyst",61200,"United States",In-person,"United States",M,"Data Analysis"
Senior,Full-time,"Data Integration Engineer",161000,"United States",Remote,"United States",M,"Data Engineering"
Senior,Full-time,"Data Integration Engineer",75000,"United States",Remote,"United States",M,"Data Engineering"
Mid-level,Full-time,"Data Analyst",166000,"United States",In-person,"United States",M,"Data Analysis"
Mid-level,Full-time,"Data Analyst",73100,"United States",In-person,"United States",M,"Data Analysis"
Mid-level,Full-time,"Data Scientist",138510,"United States",In-person,"United States",M,"Data Science and Research"
Mid-level,Full-time,"Data Scientist",95490,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Scientist",232200,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Scientist",133300,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Machine Learning Engineer",121788,Lithuania,In-person,Lithuania,M,"Machine Learning and AI"
Senior,Full-time,"Machine Learning Engineer",79032,Lithuania,In-person,Lithuania,M,"Machine Learning and AI"
Senior,Full-time,"Analytics Engineer",178250,"United States",In-person,"United States",M,"Leadership and Management"
Senior,Full-time,"Analytics Engineer",110500,"United States",In-person,"United States",M,"Leadership and Management"
Senior,Full-time,"AI Engineer",160000,"United States",In-person,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Applied Scientist",216000,"United States",Remote,"United States",M,"Data Science and Research"
Senior,Full-time,"Applied Scientist",184000,"United States",Remote,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Scientist",166000,Canada,Remote,Canada,M,"Data Science and Research"
Senior,Full-time,"Data Scientist",104000,Canada,Remote,Canada,M,"Data Science and Research"
Senior,Full-time,"Data Analyst",82500,"United States",In-person,"United States",M,"Data Analysis"
Senior,Full-time,"Data Engineer",247250,"United States",In-person,"United States",M,"Data Engineering"
Senior,Full-time,"Machine Learning Scientist",169000,"United States",In-person,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Machine Learning Scientist",105500,"United States",In-person,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Data Scientist",195800,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Research Scientist",225000,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Research Scientist",166000,"United States",In-person,"United States",M,"Data Science and Research"
Mid-level,Full-time,"Business Intelligence Manager",160000,"United States",Remote,"United States",M,"BI and Visualization"
Mid-level,Full-time,"Business Intelligence Manager",110000,"United States",Remote,"United States",M,"BI and Visualization"
Mid-level,Full-time,"Data Analyst",87500,"United States",Remote,"United States",M,"Data Analysis"
Executive,Full-time,"Data Engineer",135000,"United States",In-person,"United States",M,"Data Engineering"
Executive,Full-time,"Data Engineer",100000,"United States",In-person,"United States",M,"Data Engineering"
Mid-level,Full-time,"Machine Learning Engineer",105000,Portugal,Remote,Portugal,M,"Machine Learning and AI"
Mid-level,Full-time,"Machine Learning Engineer",95000,Portugal,Remote,Portugal,M,"Machine Learning and AI"
Senior,Full-time,"Analytics Engineer",289800,"United States",In-person,"United States",M,"Leadership and Management"
